id,CategoryTitle,SubDomain,domainsID
391,EXERCISE EQUIPMENT & SUPPLIES,exercise-equipment-supplies,0
392,EXHAUST FANS,exhaust-fans,0
393,EXPLOSIVES,explosives,0
394,EYE PRODUCTS & ACCESSORIES,eye-products-accessories,0
395,EYELETS,eyelets,0
396,FABRIC,fabric,0
397,FACSIMILES,facsimiles,0
398,FANCY DRESS COSTUMES,fancy-dress-costumes,0
399,FANS,fans,0
400,FARM EQUIPMENT & PRODUCTS,farm-equipment-products,0
401,FASHION,fashion,0
402,FASTENERS,fasteners,0
403,FEATHERS PRODUCTS,feathers-products,0
404,FENCING,fencing,0
405,FETE SUPPLIES,fete-supplies,0
406,FIBREGLASS PRODUCTS,fibreglass-products,0
407,FILING CABINETS,filing-cabinets,0
408,FILTERS,filters,0
409,FIRE ALARMS & EQUIPMENT,fire-alarms-equipment,0
410,FIREARMS,firearms,0
411,FIREPLACES,fireplaces,0
412,FIREWOOD,firewood,0
413,FIREWORKS,fireworks,0
414,FIRST AID PRODUCTS,first-aid-products,0
415,FISH PONDS & TANKS,fish-ponds-tanks,0
416,FISHING EQUIPMENT & PRODUCTS,fishing-equipment-products,0
417,FITNESS & HEALTH EQUIPMENT,fitness-health-equipment,0
418,FLAGPOLES,flagpoles,0
419,FLOOR COVERING PRODUCTS,floor-covering-products,0
420,FLOOR PRODUCTS,floor-products,0
421,FLORAL ART & FLORIST PRODUCTS,floral-art-florist-products,0
422,FLOWERS,flowers,0
423,FLY WIRE,fly-wire,0
424,FOAM PRODUCTS,foam-products,0
425,FOIL PRODUCTS,foil-products,0
426,FOOD PRODUCTS,food-products,0
427,FOOTWEAR,footwear,0
428,FOUNDRY SUPPLIES,foundry-supplies,0
429,FOUNTAINS,fountains,0
430,FOUR WHEEL DRIVES,four-wheel-drives,0
431,FRAMES,frames,0
432,FREEZER PRODUCTS & PARTS,freezer-products-parts,0
433,FRETWORK,fretwork,0
434,FRIDGE PRODUCTS,fridge-products,0
435,FUEL,fuel,0
436,FURNACE PRODUCTS,furnace-products,0
437,FURNITURE,furniture,0
438,FUSES,fuses,0
439,FUTON PRODUCTS,futon-products,0
440,GAMBLING EQUIPMENT,gambling-equipment,0
441,GAMES,games,0
442,GARAGE EQUIPMENT & SUPPLIES,garage-equipment-supplies,0
443,GARBAGE PRODUCTS,garbage-products,0
444,GARDEN PRODUCTS & SUPPLIES,garden-products-supplies,0
445,GARMENT PRODUCTS,garment-products,0
446,GAS APPLIANCES,gas-appliances,0
447,GASKETS,gaskets,0
448,GATES,gates,0
449,GAUGES,gauges,0
450,GEARBOXES,gearboxes,0
451,GEM PRODUCTS,gem-products,0
452,GIFT ACCESSORIES,gift-accessories,0
453,GIRDLES,girdles,0
454,GLASS PRODUCTS & SERVICES,glass-products-services,0
455,GLOBES,globes,0
456,GLOVES,gloves,0
457,GLUE PRODUCTS,glue-products,0
458,GO-KART PRODUCTS & SUPPLIES,gokart-products-supplies,0
459,GOLD,gold,0
460,GOLDING PRODUCTS & SUPPLIES,golding-products-supplies,0
461,GRADING EQUIPMENT,grading-equipment,0
462,GRAIN EQUIPMENT & SUPPLIES,grain-equipment-supplies,0
463,GRANITE,granite,0
464,GRAVEL,gravel,0
465,GREASE EQUIPMENT & SUPPLIES,grease-equipment-supplies,0
466,GRILLES - EQUIPMENT & SUPPLIES,grilles-equipment-supplies,0
467,GROUTING PRODUCTS,grouting-products,0
468,GUILLOTINES,guillotines,0
469,GUNS,guns,0
470,HAIR CARE SERVICES & ACCESSORIES,hair-care-services-accessories,0
471,HALAL PRODUCTS,halal-products,0
472,HAMMOCKS - PRODUCTS & ACCESSORIES,hammocks-products-accessories,0
473,HAMPERS,hampers,0
474,HANDBAGS,handbags,0
475,HANDICAPPED PRODUCTS,handicapped-products,0
476,HANDYMAN EQUIPMENT,handyman-equipment,0
477,HARDWARE,hardware,0
478,HATS,hats,0
479,HEADSETS - PRODUCTS & SUPPLIES,headsets-products-supplies,0
480,HEADSTONES,headstones,0
481,HEALTH FOOD,health-food,0
482,HEARING AIDS - PRODUCTS & SUPPLIES,hearing-aids-products-supplies,0
483,HEATING,heating,0
484,HEMP,hemp,0
485,HERBAL PRODUCTS,herbal-products,0
486,HESSIAN PRODUCTS,hessian-products,0
487,HI-FI PRODUCTS & EQUIPMENT,hifi-products-equipment,0
488,HINGES - PRODUCTS,hinges-products,0
489,HOBBY SUPPLIES,hobby-supplies,0
490,HOISTS,hoists,0
491,HOLOGRAPHICS,holographics,0
492,HONING,honing,0
493,HORSE PRODUCTS,horse-products,0
494,HOSES,hoses,0
495,HOSIERY,hosiery,0
496,HOSPITAL EQUIPMENT,hospital-equipment,0
497,HOT TUBS - PRODUCTS & SUPPLIES,hot-tubs-products-supplies,0
498,HOT WATER SYSTEMS,hot-water-systems,0
499,HOTEL EQUIPMENT,hotel-equipment,0
500,HYDRAULICS,hydraulics,0
501,ICE,ice,0
502,ICE CREAM PRODUCTS,ice-cream-products,0
503,ILLUMINATED PRODUCTS & SIGNS,illuminated-products-signs,0
504,INCENSE SUPPLIES,incense-supplies,0
505,INCUBATOR PRODUCTS,incubator-products,0
506,INDICATOR LIGHTS & SUPPLIES,indicator-lights-supplies,0
507,INDUSTRIAL SUPPLIES & PRODUCTS,industrial-supplies-products,0
508,INFLATABLE PRODUCTS,inflatable-products,0
509,INFRA-RED PRODUCTS,infrared-products,0
510,INJECTORS,injectors,0
511,INKS,inks,0
512,INSECT & INSECTICIDE PRODUCTS,insect-insecticide-products,0
513,INSTRUMENTS,instruments,0
514,INSULATION PRODUCT,insulation-product,0
515,INTERCOMS,intercoms,0
516,INVALID EQUIPMENT,invalid-equipment,0
517,IRON,iron,0
518,IRONING PRODUCTS,ironing-products,0
519,IRRIGATION,irrigation,0
520,JACKS,jacks,0
521,JAMS,jams,0
522,JARS,jars,0
523,JEANS,jeans,0
524,JEWELLERY,jewellery,0
525,JUICING PRODUCTS,juicing-products,0
526,JUKEBOXES,jukeboxes,0
527,KAYAK PRODUCTS,kayak-products,0
528,KEGS,kegs,0
529,KENNELS,kennels,0
530,KEROSENE PRODUCTS,kerosene-products,0
531,KEYS - PRODUCTS & SUPPLIES,keys-products-supplies,0
532,KILNS - PRODUCTS & SUPPLIES,kilns-products-supplies,0
533,KINDERGARTEN EQUIPMENT,kindergarten-equipment,0
534,KITCHEN APPLIANCES & SUPPLIES,kitchen-appliances-supplies,0
535,KITES,kites,0
536,KNITTING PRODUCTS,knitting-products,0
537,KNIVES,knives,0
538,LABELLING EQUIPMENT & SERVICES,labelling-equipment-services,0
539,LABORATORY EQUIPMENT,laboratory-equipment,0
540,LACES,laces,0
541,LADDERS - PRODUCTS & SUPPLIES,ladders-products-supplies,0
542,LAMINATING EQUIPMENT,laminating-equipment,0
543,LAMPS & LAMPSHADES,lamps-lampshades,0
544,LAPTOP COMPUTERS,laptop-computers,0
545,LASERS,lasers,0
546,LATEX,latex,0
547,LATHES,lathes,0
548,LATTICE PRODUCTS,lattice-products,0
549,LAUNDRY,laundry,0
550,LAVATORIES,lavatories,0
551,LEADLIGHTS,leadlights,0
552,LEATHER PRODUCTS,leather-products,0
553,LEGAL SUPPLIES,legal-supplies,0
554,LEMONS,lemons,0
555,LENSES,lenses,0
556,LIBRARY SUPPLIES,library-supplies,0
557,LIFTING EQUIPMENT & SUPPLIES,lifting-equipment-supplies,0
558,LIGHTING,lighting,0
559,LIMESTONE PRODUCTS,limestone-products,0
560,LINGERIE,lingerie,0
561,LIQUOR,liquor,0
562,LOCKS,locks,0
563,LOGGING,logging,0
564,LOGS,logs,0
565,LOUDSPEAKERS,loudspeakers,0
566,LOUNGE SUITES,lounge-suites,0
567,LOUVRES,louvres,0
568,LP GAS EQUIPMENT,lp-gas-equipment,0
569,LP GAS PRODUCTS,lp-gas-products,0
570,LUBRICATION PRODUCTS,lubrication-products,0
571,MACHINERY,machinery,0
572,MAGAZINES,magazines,0
573,MAGICIAN'S PRODUCTS,magicians-products,0
574,MAGNETS,magnets,0
575,MAIL BOXES,mail-boxes,0
576,MANCHESTER,manchester,0
577,MANICURISTS' EQUIPMENT,manicurists-equipment,0
578,MAPS,maps,0
579,MARINE EQUIPMENT & PRODUCTS,marine-equipment-products,0
580,MARQUEES,marquees,0
581,MASKS,masks,0
582,MASONRY PRODUCTS,masonry-products,0
583,MASSAGE PRODUCTS & EQUIPMENT,massage-products-equipment,0
584,MASTS,masts,0
585,MATCHES,matches,0
586,MATERIAL PRODUCTS,material-products,0
587,MATS,mats,0
588,MATTRESSES,mattresses,0
589,MEASURING EQUIPMENT & SERVICES,measuring-equipment-services,0
590,MEAT EQUIPMENT & PRODUCTS,meat-equipment-products,0
591,MEDICAL EQUIPMENT & SUPPLIES,medical-equipment-supplies,0
592,MESH PRODUCTS,mesh-products,0
593,MESWEAR,meswear,0
594,METAL PRODUCTS & SUPPLIES,metal-products-supplies,0
595,METER EQUIPMENT,meter-equipment,0
596,MICROPHONE EQUIPMENT,microphone-equipment,0
597,MICROSCOPE EQUIPMENT,microscope-equipment,0
598,MICROWAVE OVEN,microwave-oven,0
599,MILK,milk,0
600,MINERAL PRODUCTS,mineral-products,0
601,MIRROR PRODUCTS,mirror-products,0
602,MIXERS,mixers,0
603,MODEMS,modems,0
604,MOLASSES,molasses,0
605,MONITORS - COMPUTER,monitors-computer,0
606,MOPEDS,mopeds,0
607,MOPS,mops,0
608,MOSAIC PRODUCTS,mosaic-products,0
609,MOTOR ACCESSORIES & SUPPLIES,motor-accessories-supplies,0
610,MOTOR BIKES,motor-bikes,0
611,MOTOR CARS,motor-cars,0
612,MOULDINGS,mouldings,0
613,MOUSE TRAPS,mouse-traps,0
614,MOVIE EQUIPMENT & SUPPLIES,movie-equipment-supplies,0
615,MUFFLERS,mufflers,0
616,MULCHING PRODUCTS,mulching-products,0
617,MUSHROOM SUPPLIES,mushroom-supplies,0
618,MUSIC,music,0
619,NAIL EQUIPMENT,nail-equipment,0
620,NAPPY SUPPLIES & PRODUCTS,nappy-supplies-products,0
621,NATUROPATH PRODUCTS & SUPPLIES,naturopath-products-supplies,0
622,NECKWEAR ACCESSORIES,neckwear-accessories,0
623,NEEDLES,needles,0
624,NETS,nets,0
625,NEW AGE PRODUCTS,new-age-products,0
626,NEWSPAPERS,newspapers,0
627,NICKEL PRODUCTS & SUPPLIES,nickel-products-supplies,0
628,NOODLES,noodles,0
629,NOTEBOOK COMPUTER SUPPLIES,notebook-computer-supplies,0
630,NOZZLES,nozzles,0
631,NUCLEAR PRODUCTS,nuclear-products,0
632,NURSERY PRODUCTS & SUPPLIES,nursery-products-supplies,0
633,NUTS,nuts,0
634,NYLON PRODUCTS,nylon-products,0
635,OAR EQUIPMENT,oar-equipment,0
636,OFFICE EQUIPMENT & SUPPLIES,office-equipment-supplies,0
637,OFFSET PLATE MAKERS,offset-plate-makers,0
638,OILS,oils,0
639,OLIVE PRODUCTS,olive-products,0
640,OPAL PRODUCTS,opal-products,0
641,OPTICAL PRODUCTS,optical-products,0
642,ORANGES,oranges,0
643,ORCHARD PRODUCTS,orchard-products,0
644,ORCHIDS,orchids,0
645,ORGANS,organs,0
646,OUTDOOR PRODUCTS,outdoor-products,0
647,OVEN PRODUCTS,oven-products,0
648,OXIDE PRODUCTS,oxide-products,0
649,OXYGEN PRODUCTS,oxygen-products,0
650,PABX PRODUCTS & SUPPLIES,pabx-products-supplies,0
651,PACKAGING,packaging,0
652,PADLOCKS,padlocks,0
653,PAINT,paint,0
654,PALLETS,pallets,0
655,PANEL BEATING EQUIPMENT,panel-beating-equipment,0
656,PANELLING,panelling,0
657,PAPER PRODUCTS,paper-products,0
658,PARACHUTES,parachutes,0
659,PARQUET PRODUCTS,parquet-products,0
660,PARTY PRODUCTS & SUPPLIES,party-products-supplies,0
661,PASTA,pasta,0
662,PASTEL PRODUCTS,pastel-products,0
663,PASTRY PRODUCTS,pastry-products,0
664,PATCHWORK PRODUCTS,patchwork-products,0
665,PATIOS,patios,0
666,PATTERNS,patterns,0
667,PAVING PRODUCTS,paving-products,0
668,PEACHES,peaches,0
669,PEANUTS,peanuts,0
670,PEARL PRODUCTS,pearl-products,0
671,PEARS,pears,0
672,PEAS,peas,0
673,PEAT PRODUCTS,peat-products,0
674,PEBBLES,pebbles,0
675,PEGS,pegs,0
676,PELMETS,pelmets,0
677,PENCILS,pencils,0
678,PENS,pens,0
679,PERFUME,perfume,0
680,PERSPEX PRODUCTS,perspex-products,0
681,PEST CONTROL PRODUCTS,pest-control-products,0
682,PET CARE SUPPLIES,pet-care-supplies,0
683,PETROL SUPPLIES & PRODUCTS,petrol-supplies-products,0
684,PEWTER PRODUCTS,pewter-products,0
685,PHARACEUTICAL SUPPLIES,pharaceutical-supplies,0
686,PHONES,phones,0
687,PHOTO PRODUCTS,photo-products,0
688,PHOTOCOPYING PRODUCTS,photocopying-products,0
689,PIANOS,pianos,0
690,PICNIC PRODUCTS,picnic-products,0
691,PICTURES,pictures,0
692,PIES,pies,0
693,PIGS,pigs,0
694,PILLOWS,pillows,0
695,PINS,pins,0
696,PIPES,pipes,0
697,PIZZA PRODUCTS & EQUIPMENT,pizza-products-equipment,0
698,PLANS,plans,0
699,PLANTER PRODUCTS,planter-products,0
700,PLASTER PRODUCTS,plaster-products,0
701,PLASTIC PRODUCTS,plastic-products,0
702,PLATING EQUIPMENT,plating-equipment,0
703,PLOUGH EQUIPMENT,plough-equipment,0
704,PLUMBER PRODUCTS,plumber-products,0
705,PLYWOOD,plywood,0
706,PNEUMATIC EQUIPMENT,pneumatic-equipment,0
707,POKER EQUIPMENT,poker-equipment,0
708,POLES,poles,0
709,POLISHING PRODUCTS,polishing-products,0
710,POLYETHYLENE SUPPLIES,polyethylene-supplies,0
711,POLYSTYRENE SUPPLIES,polystyrene-supplies,0
712,POND SUPPLIES,pond-supplies,0
713,POOLS,pools,0
714,PORCELAIN SUPPLIES,porcelain-supplies,0
715,POS EQUIPMENT,pos-equipment,0
716,POSTERS,posters,0
717,POTPOURRI SUPPLIES,potpourri-supplies,0
718,POTTERY SUPPLIES,pottery-supplies,0
719,POULTRY PRODUCTS,poultry-products,0
720,POWDER COATING PRODUCTS,powder-coating-products,0
721,POWER TOOL PRODUCTS,power-tool-products,0
722,PRAMS,prams,0
723,PRESERVE SUPPLIES,preserve-supplies,0
724,PRINTERS,printers,0
725,PRINTING,printing,0
726,PROJECTORS,projectors,0
727,PROPELLER PRODUCTS,propeller-products,0
728,PROSPECTING,prospecting,0
729,PROSTHETICS,prosthetics,0
730,PROTECTIVE SUPPLIES,protective-supplies,0
731,PUMPS,pumps,0
732,PUPPET SUPPLIES,puppet-supplies,0
733,PUTTY PRODUCTS,putty-products,0
734,PVC PRODUCTS,pvc-products,0
735,PVC PRODUCTS,pvc-products,0
736,QUILTS,quilts,0
737,RABBITS,rabbits,0
738,RACING SUPPLIES,racing-supplies,0
739,RACKS,racks,0
740,RACQUETS,racquets,0
741,RADARS,radars,0
742,RADIATORS,radiators,0
743,RADIO - EQUIPMENT & SUPPLIES,radio-equipment-supplies,0
744,RAFTS,rafts,0
745,RAGS,rags,0
746,RAINWATER TANKS,rainwater-tanks,0
747,RAZORS,razors,0
748,RECORDING SUPPLIES,recording-supplies,0
749,RECORDS,records,0
750,RECYCLING SUPPLIES,recycling-supplies,0
751,REELS,reels,0
752,REFRIGERATION EQUIPMENT,refrigeration-equipment,0
753,RELAYS,relays,0
754,RELIGIOUS SUPPLIES,religious-supplies,0
755,REMOTE CONTROL SUPPLIES,remote-control-supplies,0
756,RESIN,resin,0
757,RESPIRATOR EQUIPMENT,respirator-equipment,0
758,RESTAURANT SUPPLIES,restaurant-supplies,0
759,RETICULATION,reticulation,0
760,RIBBONS,ribbons,0
761,RICE,rice,0
762,RIFLES,rifles,0
763,RIGGING,rigging,0
764,RINGS,rings,0
765,ROAD EQUIPMENT & SUPPLIES,road-equipment-supplies,0
766,ROCKS,rocks,0
767,ROLLERS,rollers,0
768,ROOFS,roofs,0
769,ROPE,rope,0
770,ROTARY PRODUCTS,rotary-products,0
771,ROWING,rowing,0
772,RUBBER PRODUCTS,rubber-products,0
773,RUGS,rugs,0
774,RUSTPROOFING SUPPLIES,rustproofing-supplies,0
775,SACKS,sacks,0
776,SAFETY EQUIPMENT & SUPPLIES,safety-equipment-supplies,0
777,SAILS,sails,0
778,SALT,salt,0
779,SAND,sand,0
780,SANDING SUPPLIES,sanding-supplies,0
781,SAUCES,sauces,0
782,SAWS,saws,0
783,SCAFFOLDING EQUIPMENT,scaffolding-equipment,0
784,SCALES,scales,0
785,SCHOOL EQUIPMENT & SUPPLIES,school-equipment-supplies,0
786,SCISSORS,scissors,0
787,SCOURERS,scourers,0
788,SCRAP METAL,scrap-metal,0
789,SCRAPBOOKS,scrapbooks,0
790,SCREEN SUPPLIES,screen-supplies,0
791,SCREWS,screws,0
792,SCUBA DIVING,scuba-diving,0
793,SEALING,sealing,0
794,SEAT BELTS,seat-belts,0
795,SEATS,seats,0
796,SECONDHAND PRODUCTS,secondhand-products,0
797,SECURITY,security,0
798,SEEDS,seeds,0
799,SELF ADHESIVE PRODUCTS,self-adhesive-products,0
800,SEQUIN SUPPLIES,sequin-supplies,0
801,SEWAGE,sewage,0
802,SEWING,sewing,0
803,SHADE SUPPLIES,shade-supplies,0
804,SHAMPOO,shampoo,0
805,SHAVERS,shavers,0
806,SHEDS,sheds,0
807,SHEEP,sheep,0
808,SHELLS,shells,0
809,SHELVING PRODUCTS,shelving-products,0
810,SHIPS,ships,0
811,SHOCK ABSORBERS,shock-absorbers,0
812,SHOES,shoes,0
813,SHOP SUPPLIES,shop-supplies,0
814,SHOVELS,shovels,0
815,SHREDDERS,shredders,0
816,SIGNS,signs,0
817,SILICONE PRODUCTS,silicone-products,0
818,SILK,silk,0
819,SILVER,silver,0
820,SINKS,sinks,0
821,SIRENS,sirens,0
822,SKATES,skates,0
823,SKIPS,skips,0
824,SLIDES,slides,0
825,SOAPS,soaps,0
826,SOFAS,sofas,0
827,SOFTWARE PRODUCTS,software-products,0
828,SOIL PRODUCTS,soil-products,0
829,SOLVENT SUPPLIES,solvent-supplies,0
830,SPA'S,spas,0
831,SPEAKERS,speakers,0
832,SPIRITS,spirits,0
833,SPLINTS,splints,0
834,SPONGES,sponges,0
835,SPORTING EQUIPMENT,sporting-equipment,0
836,SPRAYING SUPPLIES,spraying-supplies,0
837,SPRINKLERS,sprinklers,0
838,SPROCKETS,sprockets,0
839,STAGE SUPPLIES,stage-supplies,0
840,STAINLESS STEEL SUPPLIES,stainless-steel-supplies,0
841,STAIRCASES,staircases,0
842,STAKES,stakes,0
843,STAMPS,stamps,0
844,STAPLES,staples,0
845,STEEL PRODUCTS,steel-products,0
846,STEREOS,stereos,0
847,STERILISING,sterilising,0
848,STICKERS,stickers,0
849,STOCK SUPPLIES,stock-supplies,0
850,STONE PRODUCTS,stone-products,0
851,STOOLS,stools,0
852,STOVES,stoves,0
853,STRAWS,straws,0
854,SUEDE PRODUCTS,suede-products,0
855,SUN GLASSES & PROTECTION PRODUCTS,sun-glasses-protection-products,0
856,SURFBOARD,surfboard,0
857,SURGICAL EQUIPMENT,surgical-equipment,0
858,SWIMMING POOLS,swimming-pools,0
859,SWITCHBOARDS,switchboards,0
860,SWORDS,swords,0
861,SYNTHETIC PRODUCTS,synthetic-products,0
862,T SHIRTS,t-shirts,0
863,TABLES,tables,0
864,TALCOLM POWDER,talcolm-powder,0
865,TANKS,tanks,0
866,TAPE,tape,0
867,TAPS,taps,0
868,TARPAULIN PRODUCTS,tarpaulin-products,0
869,TEA,tea,0
870,TEDDY BEARS,teddy-bears,0
871,TELEPHONES,telephones,0
872,TELESCOPES,telescopes,0
873,TELEVISIONS,televisions,0
874,TENNIS EQUIPMENT,tennis-equipment,0
875,TENT SUPPLIES,tent-supplies,0
876,TEXTILES,textiles,0
877,THREAD SUPPLIES,thread-supplies,0
878,TILES,tiles,0
879,TIMBER PRODUCTS,timber-products,0
880,TOASTERS,toasters,0
881,TOBACCO,tobacco,0
882,TOILETS,toilets,0
883,TOOL SUPPLIES,tool-supplies,0
884,TORCHES,torches,0
885,TOWBARS,towbars,0
886,TOWEL SUPPLIES,towel-supplies,0
887,TOYS,toys,0
888,TRACTORS,tractors,0
889,TRAILERS,trailers,0
890,TRANSMISSIONS,transmissions,0
891,TRAPS,traps,0
892,TREES,trees,0
893,TROLLEYS,trolleys,0
894,TRUCKS,trucks,0
895,TUBES,tubes,0
896,TURNTABLES,turntables,0
897,TYPEWRITERS,typewriters,0
898,TYRES,tyres,0
899,UMBRELLAS,umbrellas,0
900,UPHOLSTERY SUPPLIES,upholstery-supplies,0
901,VACUUM CLEANERS,vacuum-cleaners,0
902,VALVES,valves,0
903,VARNISH SUPPLIES,varnish-supplies,0
904,VETERINARY EQUIPMENT,veterinary-equipment,0
905,VIDEOS,videos,0
906,VINEYARD EQUIPMENT,vineyard-equipment,0
907,VINYL PRODUCTS,vinyl-products,0
908,WALKING AID SUPPLIES,walking-aid-supplies,0
909,WALLETS,wallets,0
910,WALLPAPER,wallpaper,0
911,WALLS,walls,0
912,WARDROBES,wardrobes,0
913,WAREHOUSE PRODUCTS,warehouse-products,0
914,WASHING MACHINES,washing-machines,0
915,WATCHES,watches,0
916,WATER,water,0
917,WAX SUPPLIES,wax-supplies,0
918,WEDDING SUPPLIES,wedding-supplies,0
919,WEIGHING,weighing,0
920,WELDING PRODUCTS,welding-products,0
921,WHEELS,wheels,0
922,WINCHES,winches,0
923,WINDOWS,windows,0
924,WINDSCREENS,windscreens,0
925,WINE,wine,0
926,WIRE SUPPLIES,wire-supplies,0
927,WOOD SUPPLIES & PRODUCTS,wood-supplies-products,0
928,WOOL,wool,0
929,WORMS,worms,0
930,YACHTS,yachts,0
931,ZINC PRODUCTS,zinc-products,0
932,ZIPPERS,zippers,0
933,ACCOMMODATION,accommodation,0
934,WEB DESIGN,web-design,0
